uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
5058982,Chicago,13B,simple assault,assault offenses,persons,2018-01-01T05:45:00Z,-87.622407,41.792445,street,street,1.70314E+14
5059399,Chicago,13B,simple assault,assault offenses,persons,2018-01-01T20:15:00Z,-87.626852,41.886864,other retail,retail,1.70313E+14
5059409,Chicago,290,destruction of property,destruction of property,property,2018-01-01T20:45:00Z,-87.622316,41.886229,vehicle parking,open space,1.70313E+14
5059551,Chicago,23A,pocket-picking,larceny/theft offenses,property,2018-01-02T02:00:00Z,-87.625513,41.768789,rapid transit,transportation,1.70317E+14
5059552,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-02T02:00:00Z,-87.748338,41.994207,street,street,1.70311E+14
5059613,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-02T04:30:00Z,-87.736298,41.978407,residence,residence,1.70311E+14
5059618,Chicago,13B,simple assault,assault offenses,persons,2018-01-02T04:55:00Z,-87.613149,41.6546,residence,residence,1.70315E+14
5059677,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-02T10:30:00Z,-87.67401,41.827918,street,street,1.70316E+14
5059730,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-02T14:00:00Z,-87.582424,41.72967,residence,residence,1.70315E+14
5059733,Chicago,90A,bad checks,bad checks,property,2018-01-02T14:00:00Z,-87.642631,41.929218,finance,commercial,1.70311E+14
5059829,Chicago,90Z,all other offenses,all other offenses,other,2018-01-02T17:15:00Z,-87.629222,41.875056,restaurant,leisure,1.70318E+14
5059935,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-02T21:00:00Z,-87.673274,41.755182,residence,residence,1.70317E+14
5060026,Chicago,290,destruction of property,destruction of property,property,2018-01-03T00:00:00Z,-87.631532,41.906519,street,street,1.70311E+14
5060045,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-03T00:20:00Z,-87.786766,41.963927,street,street,1.70312E+14
5060061,Chicago,90Z,all other offenses,all other offenses,other,2018-01-03T00:45:00Z,-87.644614,41.773068,restaurant,leisure,1.70317E+14
5060106,Chicago,90Z,all other offenses,all other offenses,other,2018-01-03T02:13:00Z,-87.615515,41.775851,other,other,1.70314E+14
5060113,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T02:33:00Z,-87.688581,41.69308,residence,residence,1.70318E+14
5060249,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T13:53:00Z,-87.593671,41.769897,residence,residence,1.70318E+14
5060284,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T15:15:00Z,-87.696287,41.910226,street,street,1.70312E+14
5060325,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T16:30:00Z,-87.749312,41.896808,residence,residence,1.70313E+14
5060406,Chicago,64A,human trafficking,human trafficking,persons,2018-01-03T18:42:00Z,-87.665619,41.740598,residence,residence,1.70317E+14
5060464,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-03T20:22:00Z,-87.618218,41.75399,residence,residence,1.70317E+14
5060497,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-03T21:08:00Z,-87.722188,41.757741,other,other,1.70317E+14
5060523,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T22:11:00Z,-87.686254,41.87523,rapid transit,transportation,1.70313E+14
5060573,Chicago,13B,simple assault,assault offenses,persons,2018-01-03T23:35:00Z,-87.662704,41.722485,supermarket,retail,1.70317E+14
5060709,Chicago,12A,personal robbery,robbery,property,2018-01-04T03:57:00Z,-87.627609,41.874415,rapid transit,transportation,1.70318E+14
5060766,Chicago,13B,simple assault,assault offenses,persons,2018-01-04T07:20:00Z,-87.616983,41.832329,street,street,1.70314E+14
5060984,Chicago,90Z,all other offenses,all other offenses,other,2018-01-04T18:00:00Z,-87.642032,41.885702,other transportation,transportation,1.70313E+14
5061120,Chicago,13B,simple assault,assault offenses,persons,2018-01-04T22:07:00Z,-87.741996,41.916979,other,other,1.70312E+14
5061200,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-05T00:15:00Z,-87.675541,41.892293,street,street,1.70312E+14
5061247,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-05T01:40:00Z,-87.628077,41.892003,street,street,1.70311E+14
5061270,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-05T02:45:00Z,-87.729154,41.879717,street,street,1.70313E+14
5061315,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-05T04:30:00Z,-87.627029,41.880775,hotel,hotel,1.70313E+14
5061365,Chicago,13B,simple assault,assault offenses,persons,2018-01-05T06:50:00Z,-87.670049,42.008309,residence,residence,1.7031E+14
5061473,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-05T14:30:00Z,-87.668442,41.983492,street,street,1.7031E+14
5061524,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-05T16:00:00Z,-87.746046,41.906462,private vehicle,vehicle,1.70318E+14
5061538,Chicago,12A,personal robbery,robbery,property,2018-01-05T16:15:00Z,-87.696283,41.992214,street,street,1.7031E+14
5061546,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-05T16:32:00Z,-87.766213,41.785314,other,other,1.70316E+14
5061707,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-05T21:00:00Z,-87.655112,41.759577,residence,residence,1.70317E+14
5061711,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-05T21:00:00Z,-87.630467,41.775408,street,street,1.70317E+14
5061808,Chicago,13B,simple assault,assault offenses,persons,2018-01-05T23:35:00Z,-87.721982,41.900884,residence,residence,1.70312E+14
5061840,Chicago,12A,personal robbery,robbery,property,2018-01-06T00:29:00Z,-87.673919,41.899605,street,street,1.70312E+14
5061842,Chicago,13B,simple assault,assault offenses,persons,2018-01-06T00:30:00Z,-87.614075,41.76661,street,street,1.70317E+14
5061912,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-06T02:50:00Z,-87.622233,41.85068,office,commercial,1.70318E+14
5062128,Chicago,90Z,all other offenses,all other offenses,other,2018-01-06T14:27:00Z,-87.782882,41.912814,other,other,1.70313E+14
5062147,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-06T15:30:00Z,-87.714478,41.994759,other,other,1.70311E+14
5062172,Chicago,13B,simple assault,assault offenses,persons,2018-01-06T16:15:00Z,-87.685222,41.779235,street,street,1.70317E+14
5062174,Chicago,12A,personal robbery,robbery,property,2018-01-06T16:15:00Z,-87.694317,41.87199,residence,residence,1.70318E+14
5062210,Chicago,13B,simple assault,assault offenses,persons,2018-01-06T17:30:00Z,-87.617752,41.67575,residence,residence,1.70315E+14
5062243,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-06T18:50:00Z,-87.627813,41.750897,other retail,retail,1.70317E+14
5062281,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-06T19:56:00Z,-87.596939,41.816201,residence,residence,1.70314E+14
5062350,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-06T21:45:00Z,-87.790217,41.979778,residence,residence,1.70311E+14
5062382,Chicago,12B,commercial robbery,robbery,property,2018-01-06T22:33:00Z,-87.675285,42.016525,bar/club,leisure,1.7031E+14
5062467,Chicago,13B,simple assault,assault offenses,persons,2018-01-07T01:10:00Z,-87.689621,41.774534,residence,residence,1.70317E+14
5062580,Chicago,12B,commercial robbery,robbery,property,2018-01-07T05:26:00Z,-87.719745,41.873281,gas station,retail,1.70313E+14
5062588,Chicago,290,destruction of property,destruction of property,property,2018-01-07T05:40:00Z,-87.63159,41.884475,government,government,1.70318E+14
5062758,Chicago,13B,simple assault,assault offenses,persons,2018-01-07T16:16:00Z,-87.729191,41.907272,other,other,1.70312E+14
5062791,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-07T17:30:00Z,-87.571779,41.725527,residence,residence,1.70315E+14
5062830,Chicago,290,destruction of property,destruction of property,property,2018-01-07T19:10:00Z,-87.606722,41.817517,residence,residence,1.70318E+14
5063045,Chicago,12A,personal robbery,robbery,property,2018-01-08T02:40:00Z,-87.693529,41.784128,street,street,1.70318E+14
5063089,Chicago,290,destruction of property,destruction of property,property,2018-01-08T05:00:00Z,-87.654007,41.921731,college,education,1.70311E+14
5063200,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-08T13:45:00Z,-87.601228,41.79614,residence,residence,1.70314E+14
5063376,Chicago,12B,commercial robbery,robbery,property,2018-01-08T18:53:00Z,-87.626539,41.721689,supermarket,retail,1.70315E+14
5063400,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-08T19:30:00Z,-87.706567,41.895878,restaurant,leisure,1.70318E+14
5063534,Chicago,290,destruction of property,destruction of property,property,2018-01-08T22:50:00Z,-87.766071,41.945885,residence,residence,1.70312E+14
5063665,Chicago,23A,pocket-picking,larceny/theft offenses,property,2018-01-09T03:00:00Z,-87.671895,42.02162,residence,residence,1.7031E+14
5063681,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-09T03:44:00Z,-87.750927,41.904602,street,street,1.70313E+14
5063940,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-09T17:48:00Z,-87.741529,41.754593,other retail,retail,1.70317E+14
5063965,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-09T18:50:00Z,-87.625822,41.867014,gas station,retail,1.70313E+14
5063970,Chicago,290,destruction of property,destruction of property,property,2018-01-09T19:00:00Z,-87.713447,41.971354,residence,residence,1.70311E+14
5064096,Chicago,12A,personal robbery,robbery,property,2018-01-09T21:55:00Z,-87.751904,41.942642,street,street,1.70312E+14
5064219,Chicago,12B,commercial robbery,robbery,property,2018-01-10T00:16:00Z,-87.663422,41.749658,convenience store,retail,1.70317E+14
5064500,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-10T14:00:00Z,-87.76772,41.785283,residence,residence,1.70316E+14
5064551,Chicago,13B,simple assault,assault offenses,persons,2018-01-10T15:30:00Z,-87.672208,42.021178,school,education,1.7031E+14
5064554,Chicago,13B,simple assault,assault offenses,persons,2018-01-10T15:51:00Z,-87.706579,41.946061,residence,residence,1.70312E+14
5064953,Chicago,290,destruction of property,destruction of property,property,2018-01-11T02:00:00Z,-87.634381,41.889163,vehicle parking,open space,1.70311E+14
5065248,Chicago,13B,simple assault,assault offenses,persons,2018-01-11T16:05:00Z,-87.666379,41.866332,supermarket,retail,1.70318E+14
5065395,Chicago,23A,pocket-picking,larceny/theft offenses,property,2018-01-11T20:00:00Z,-87.631712,41.885741,rapid transit,transportation,1.70318E+14
5065483,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-11T22:00:00Z,-87.622978,41.750392,residence,residence,1.70314E+14
5065681,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-12T02:45:00Z,-87.767351,41.902118,street,street,1.70313E+14
5065722,Chicago,290,destruction of property,destruction of property,property,2018-01-12T04:15:00Z,-87.601609,41.777791,residence,residence,1.70314E+14
5065735,Chicago,90J,trespass of real property,trespass of real property,society,2018-01-12T04:50:00Z,-87.651163,41.947296,government,government,1.70311E+14
5065897,Chicago,290,destruction of property,destruction of property,property,2018-01-12T14:30:00Z,-87.613462,41.707321,restaurant,leisure,1.70315E+14
5065915,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-12T15:05:00Z,-87.637401,41.687973,residence,residence,1.70315E+14
5065937,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-12T16:00:00Z,-87.588001,41.743521,residence,residence,1.70318E+14
5066260,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-13T00:00:00Z,-87.653168,41.965455,residence,residence,1.7031E+14
5066445,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-13T05:01:00Z,-87.70793,41.950737,convenience store,retail,1.70312E+14
5066531,Chicago,90J,trespass of real property,trespass of real property,society,2018-01-13T09:39:00Z,-87.568804,41.758285,street,street,1.70314E+14
5066677,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-13T17:45:00Z,-87.603899,41.748829,residence,residence,1.70314E+14
5066862,Chicago,250,counterfeiting/forgery,counterfeiting/forgery,property,2018-01-13T23:00:00Z,-87.674526,41.881349,other,other,1.70318E+14
5067005,Chicago,290,destruction of property,destruction of property,property,2018-01-14T03:29:00Z,-87.661475,41.768,residence,residence,1.70317E+14
5067124,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-14T08:00:00Z,-87.778723,42.015054,residence,residence,1.70311E+14
5067234,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-14T15:00:00Z,-87.769066,41.895461,residence,residence,1.70313E+14
5067437,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-14T22:23:00Z,-87.686662,41.80047,street,street,1.70316E+14
5067729,Chicago,13B,simple assault,assault offenses,persons,2018-01-15T14:37:00Z,-87.619798,41.847503,residence,residence,1.70318E+14
5067951,Chicago,290,destruction of property,destruction of property,property,2018-01-15T21:44:00Z,-87.755303,41.931416,other retail,retail,1.70312E+14
5068030,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-16T00:30:00Z,-87.697432,41.879241,residence,residence,1.70318E+14
5068138,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-16T05:00:00Z,-87.603921,41.810614,residence,residence,1.70314E+14
5068216,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-16T12:15:00Z,-87.723926,41.87529,street,street,1.70313E+14
5068784,Chicago,290,destruction of property,destruction of property,property,2018-01-17T08:50:00Z,-87.739927,41.790755,other transportation,transportation,1.7032E+14
5068876,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-17T14:05:00Z,-87.634185,41.896011,gas station,retail,1.70311E+14
5068922,Chicago,90Z,all other offenses,all other offenses,other,2018-01-17T15:37:00Z,-87.682454,41.768344,street,street,1.70317E+14
5068971,Chicago,13B,simple assault,assault offenses,persons,2018-01-17T17:20:00Z,-87.626255,41.884725,other retail,retail,1.70313E+14
5068977,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-17T17:29:00Z,-87.624194,41.892753,other retail,retail,1.70311E+14
5069020,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-17T18:30:00Z,-87.647342,41.881203,supermarket,retail,1.70313E+14
5069038,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-17T19:08:00Z,-87.647342,41.881203,supermarket,retail,1.70313E+14
5069052,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-17T19:46:00Z,-87.632033,41.88321,street,street,1.70318E+14
5069286,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-18T01:40:00Z,-87.723931,41.865526,street,street,1.70318E+14
5069456,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-18T12:30:00Z,-87.645195,41.79583,street,street,1.70318E+14
5069516,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-18T14:40:00Z,-87.674031,42.009295,other,other,1.7031E+14
5069705,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-18T20:30:00Z,-87.661126,41.972055,residence,residence,1.7031E+14
5069731,Chicago,13B,simple assault,assault offenses,persons,2018-01-18T21:00:00Z,-87.644914,41.738821,residence,residence,1.70317E+14
5069754,Chicago,520,weapon law violations,weapon law violations,society,2018-01-18T21:35:00Z,-87.661814,41.780503,street,street,1.70317E+14
5069942,Chicago,290,destruction of property,destruction of property,property,2018-01-19T03:00:00Z,-87.758881,41.931925,street,street,1.70312E+14
5070050,Chicago,12A,personal robbery,robbery,property,2018-01-19T11:30:00Z,-87.663276,41.743902,vehicle parking,open space,1.70317E+14
5070077,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-19T13:00:00Z,-87.685553,41.849051,vehicle parking,open space,1.70318E+14
5070114,Chicago,90Z,all other offenses,all other offenses,other,2018-01-19T14:00:00Z,-87.636482,41.659149,residence,residence,1.70315E+14
5070225,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-19T17:00:00Z,-87.811537,41.935209,street,street,1.70312E+14
5070242,Chicago,290,destruction of property,destruction of property,property,2018-01-19T17:20:00Z,-87.772931,41.866363,residence,residence,1.70318E+14
5070315,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-19T19:00:00Z,-87.640849,41.748865,residence,residence,1.70317E+14
5070411,Chicago,13B,simple assault,assault offenses,persons,2018-01-19T21:31:00Z,-87.770707,41.919829,street,street,1.70312E+14
5070510,Chicago,290,destruction of property,destruction of property,property,2018-01-20T00:00:00Z,-87.728907,41.914052,residence,residence,1.70318E+14
5070577,Chicago,90Z,all other offenses,all other offenses,other,2018-01-20T01:44:00Z,-87.615481,41.774331,private vehicle,vehicle,1.70314E+14
5070587,Chicago,13B,simple assault,assault offenses,persons,2018-01-20T02:00:00Z,-87.58613,41.758537,bus,transportation,1.70318E+14
5070751,Chicago,90Z,all other offenses,all other offenses,other,2018-01-20T07:30:00Z,-87.735273,41.874851,gas station,retail,1.70313E+14
5070770,Chicago,520,weapon law violations,weapon law violations,society,2018-01-20T08:22:00Z,-87.693624,41.872609,street,street,1.70318E+14
5070786,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-20T09:45:00Z,-87.611883,41.774119,residence,residence,1.70314E+14
5071173,Chicago,90Z,all other offenses,all other offenses,other,2018-01-20T23:24:00Z,-87.620995,41.800787,residence,residence,1.70318E+14
5071315,Chicago,13B,simple assault,assault offenses,persons,2018-01-21T02:18:00Z,-87.552622,41.72932,residence,residence,1.70315E+14
5071322,Chicago,13B,simple assault,assault offenses,persons,2018-01-21T02:33:00Z,-87.576184,41.773458,bus,transportation,1.70314E+14
5071335,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-21T03:00:00Z,-87.744512,41.9854,street,street,1.70311E+14
5071343,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-21T03:16:00Z,-87.734818,41.861404,residence,residence,1.70313E+14
5071426,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-21T05:30:00Z,-87.630203,41.890032,bar/club,leisure,1.70311E+14
5071440,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-21T06:00:00Z,-87.628021,41.890389,bar/club,leisure,1.70311E+14
5071475,Chicago,90J,trespass of real property,trespass of real property,society,2018-01-21T07:25:00Z,-87.771878,41.88273,residence,residence,1.70313E+14
5071621,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-21T15:00:00Z,-87.652338,41.962295,residence,residence,1.7031E+14
5071665,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-21T16:14:00Z,-87.758738,41.904029,street,street,1.70313E+14
5071666,Chicago,13B,simple assault,assault offenses,persons,2018-01-21T16:17:00Z,-87.637924,41.76348,residence,residence,1.70317E+14
5071715,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-21T17:45:00Z,-87.729102,41.786831,street,street,1.70316E+14
5071752,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-01-21T19:00:00Z,-87.551836,41.711054,residence,residence,1.70315E+14
5071854,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-21T22:21:00Z,-87.647342,41.881203,supermarket,retail,1.70313E+14
5071906,Chicago,90Z,all other offenses,all other offenses,other,2018-01-21T23:47:00Z,-87.709362,41.87092,street,street,1.70318E+14
5071955,Chicago,90Z,all other offenses,all other offenses,other,2018-01-22T00:48:00Z,-87.755348,41.888093,supermarket,retail,1.70313E+14
5071973,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-22T01:00:00Z,-87.749876,41.912322,street,street,1.70313E+14
5071979,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-22T01:07:00Z,-87.623784,41.852089,other,other,1.70318E+14
5072099,Chicago,90Z,all other offenses,all other offenses,other,2018-01-22T04:25:00Z,-87.72378,41.899966,street,street,1.70312E+14
5072203,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-01-22T10:40:00Z,-87.661568,41.771363,street,street,1.70317E+14
5072230,Chicago,13B,simple assault,assault offenses,persons,2018-01-22T12:20:00Z,-87.58356,41.761777,residence,residence,1.70314E+14
5072380,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-22T17:00:00Z,-87.710617,41.692504,residence,residence,1.70317E+14
5072424,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-22T18:15:00Z,-87.695083,41.902011,street,street,1.70312E+14
5072467,Chicago,13B,simple assault,assault offenses,persons,2018-01-22T19:45:00Z,-87.641871,41.899568,residence,residence,1.70311E+14
5072554,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-22T22:00:00Z,-87.666742,41.903524,rapid transit,transportation,1.70312E+14
5072566,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-22T22:10:00Z,-87.584391,41.73693,other retail,retail,1.70315E+14
5072682,Chicago,90Z,all other offenses,all other offenses,other,2018-01-23T00:30:00Z,-87.620691,41.886354,residence,residence,1.70313E+14
5072686,Chicago,90J,trespass of real property,trespass of real property,society,2018-01-23T00:30:00Z,-87.721931,41.866216,vehicle parking,open space,1.70318E+14
5072894,Chicago,22B,non-breaking/entering,burglary/breaking & entering,property,2018-01-23T09:18:00Z,-87.670062,41.968875,other retail,retail,1.7031E+14
5072919,Chicago,12B,commercial robbery,robbery,property,2018-01-23T11:25:00Z,-87.727839,41.961343,convenience store,retail,1.70311E+14
5072974,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-23T13:48:00Z,-87.752629,41.943318,residence,residence,1.70312E+14
5073070,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-23T16:57:00Z,-87.667359,41.748484,street,street,1.70317E+14
5073100,Chicago,13B,simple assault,assault offenses,persons,2018-01-23T17:20:00Z,-87.725741,41.843362,street,street,1.70313E+14
5073257,Chicago,13B,simple assault,assault offenses,persons,2018-01-23T20:45:00Z,-87.765866,41.908041,street,street,1.70313E+14
5073390,Chicago,520,weapon law violations,weapon law violations,society,2018-01-24T00:06:00Z,-87.563245,41.751772,street,street,1.70314E+14
5073397,Chicago,13B,simple assault,assault offenses,persons,2018-01-24T00:20:00Z,-87.623871,41.855191,street,street,1.70313E+14
5073424,Chicago,13B,simple assault,assault offenses,persons,2018-01-24T01:00:00Z,-87.664263,41.753985,residence,residence,1.70317E+14
5073542,Chicago,13B,simple assault,assault offenses,persons,2018-01-24T05:00:00Z,-87.765612,41.912271,bar/club,leisure,1.70313E+14
5073909,Chicago,12A,personal robbery,robbery,property,2018-01-24T21:35:00Z,-87.626088,41.67197,street,street,1.70315E+14
5073917,Chicago,90Z,all other offenses,all other offenses,other,2018-01-24T21:59:00Z,-87.694495,41.989263,residence,residence,1.7031E+14
5074249,Chicago,12A,personal robbery,robbery,property,2018-01-25T12:40:00Z,-87.632794,41.691891,street,street,1.70315E+14
5074385,Chicago,90Z,all other offenses,all other offenses,other,2018-01-25T17:48:00Z,-87.663969,41.801331,street,street,1.70316E+14
5074407,Chicago,13B,simple assault,assault offenses,persons,2018-01-25T18:09:00Z,-87.74582,41.870256,residence,residence,1.70318E+14
5074644,Chicago,35B,drug equipment violations,drug/narcotic offenses,society,2018-01-26T00:36:00Z,-87.733836,41.851407,street,street,1.70318E+14
5074648,Chicago,90Z,all other offenses,all other offenses,other,2018-01-26T00:44:00Z,-87.620028,41.780158,street,street,1.70314E+14
5075047,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-26T17:30:00Z,-87.634097,41.878116,restaurant,leisure,1.70318E+14
5075126,Chicago,290,destruction of property,destruction of property,property,2018-01-26T19:30:00Z,-87.715584,41.895468,residence,residence,1.70312E+14
5075160,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-26T20:09:00Z,-87.725472,41.874947,vehicle parking,open space,1.70313E+14
5075244,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-26T22:00:00Z,-87.632468,41.88644,restaurant,leisure,1.70318E+14
5075267,Chicago,13B,simple assault,assault offenses,persons,2018-01-26T22:44:00Z,-87.63601,41.768293,residence,residence,1.70317E+14
5075305,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-26T23:20:00Z,-87.576291,41.765843,residence,residence,1.70314E+14
5075363,Chicago,520,weapon law violations,weapon law violations,society,2018-01-27T00:20:00Z,-87.747657,41.778327,street,street,1.7032E+14
5075724,Chicago,290,destruction of property,destruction of property,property,2018-01-27T14:00:00Z,-87.684791,41.877565,street,street,1.70313E+14
5075774,Chicago,290,destruction of property,destruction of property,property,2018-01-27T15:35:00Z,-87.701517,41.761858,residence,residence,1.70317E+14
5076082,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-27T23:45:00Z,-87.66429,41.782433,other retail,retail,1.70317E+14
5076300,Chicago,13B,simple assault,assault offenses,persons,2018-01-28T05:29:00Z,-87.573431,41.762545,residence,residence,1.70314E+14
5076546,Chicago,23H,other theft,larceny/theft offenses,property,2018-01-28T16:30:00Z,-87.703205,41.881007,street,street,1.70318E+14
5076581,Chicago,13B,simple assault,assault offenses,persons,2018-01-28T17:50:00Z,-87.624225,41.893629,other retail,retail,1.70311E+14
5076621,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-28T19:00:00Z,-87.626831,41.776294,street,street,1.70318E+14
5076686,Chicago,290,destruction of property,destruction of property,property,2018-01-28T21:00:00Z,-87.697551,41.868317,vehicle parking,open space,1.70318E+14
5076706,Chicago,12A,personal robbery,robbery,property,2018-01-28T21:28:00Z,-87.715801,41.869934,street,street,1.70318E+14
5076902,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-01-29T03:23:00Z,-87.723603,41.894257,residence,residence,1.70312E+14
5077108,Chicago,90Z,all other offenses,all other offenses,other,2018-01-29T15:28:00Z,-87.630385,41.765427,residence,residence,1.70317E+14
5077136,Chicago,13B,simple assault,assault offenses,persons,2018-01-29T16:00:00Z,-87.64567,41.76651,residence,residence,1.70317E+14
5077258,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-01-29T19:00:00Z,-87.540123,41.707212,residence,residence,1.70315E+14
5077375,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-01-29T22:08:00Z,-87.684274,41.929744,other retail,retail,1.70318E+14
5077394,Chicago,11D,fondling,sex offenses,persons,2018-01-29T23:00:00Z,-87.6687,41.924699,office,commercial,1.70318E+14
5077618,Chicago,13A,aggravated assault,assault offenses,persons,2018-01-30T06:23:00Z,-87.643346,41.946445,residence,residence,1.70311E+14
5077703,Chicago,250,counterfeiting/forgery,counterfeiting/forgery,property,2018-01-30T14:00:00Z,-87.632315,41.880267,finance,commercial,1.70318E+14
5077771,Chicago,13B,simple assault,assault offenses,persons,2018-01-30T16:00:00Z,-87.662402,41.852398,school,education,1.70318E+14
5077994,Chicago,13B,simple assault,assault offenses,persons,2018-01-30T22:20:00Z,-87.605401,41.787138,private vehicle,vehicle,1.70318E+14
5078078,Chicago,290,destruction of property,destruction of property,property,2018-01-31T00:15:00Z,-87.752579,41.795526,street,street,1.70316E+14
5078201,Chicago,290,destruction of property,destruction of property,property,2018-01-31T04:14:00Z,-87.709928,41.881829,residence,residence,1.70318E+14
5078214,Chicago,23D,theft from building,larceny/theft offenses,property,2018-01-31T05:00:00Z,-87.675007,41.922117,residence,residence,1.70318E+14
5078289,Chicago,13B,simple assault,assault offenses,persons,2018-01-31T12:00:00Z,-87.66363,41.80398,street,street,1.70316E+14
